ID_UC;Código UC;Informações Gerais;Nome da UC;Esfera Administrativa;Categoria de Manejo;Categoria IUCN;UF;Ano do ato legal mais recente;Ato Legal de Criação;Outros atos legais;Municípios Abrangidos;Plano de Manejo;Conselho Gestor;Órgão Gestor;Fonte da Área: (1 = SHP, 0 = Ato legal);Área soma biomas;Área soma Biomas Continental;Área Ato Legal de Criação;Bioma Área (ha);Amazônia;Caatinga;Cerrado;Mata Atlântica;Pampa;Pantanal;Área Marinha;Bioma declarado;% Além da linha de costa;Grupo;PI;US;Recortes (ha);Lei da Mata Atlântica;Mar Territorial;Município Costeiro;Município Costeiro + Área Marinha;Amazônia Legal;Programa/Projeto;Sítios do Patrimônio Mundial;Sítios Ramsar;Mosaico;Reserva da Biosfera;Sobreposição com TI ou TQ;Biomas Abrangidos;Região;Presente na versão anterior;Diferença Área;Razão Diferença Área;Qualidade dos dados georreferenciados;Data da última certificação dos dados pelo Órgão Gestor
1932;0000.23.1932;;ÁREA DE RELEVANTE INTERESSE ECOLÓGICO DO SÍTIO CURIÓ;Estadual;Área de Relevante Interesse Ecológico;Category IV;CE;2006;Decreto 28.333 de 28/07/2006;Sem informação.;FORTALEZA (CE);Não;Sim;SECRETARIA DO MEIO AMBIENTE DO CEARÁ - CE;1;57,40204847;57;57;;0;57;0;0;0;0;0;Caatinga;0;Uso Sustentável;0;1;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono corresponde ao memorial descritivo;segunda-feira, 15 de fevereiro de 2016
1933;0000.23.1933;;PARQUE ESTADUAL DAS CARNAÚBAS;Estadual;Parque;Category II;CE;2006;Decreto 28.154 de 15/02/2006;Sem informação.;GRANJA (CE) - VIÇOSA DO CEARÁ (CE);Não;Não;SECRETARIA DO MEIO AMBIENTE DO CEARÁ - CE;1;9999,726074;10.000;10.005;;0;10.000;0;0;0;0;0;Caatinga;0;Proteção Integral;1;0;;;0;0;0;;GEF Terrestre-Estratégias de conservação, restauração e manejo para a biodiversidade da Caatinga, Pampa e Pantanal;;;;;;;;1;-6,90E-06;;Polígono corresponde ao memorial descritivo;segunda-feira, 15 de fevereiro de 2016
1942;3030.35.1942;;PARQUE NATURAL MUNICIPAL DA GROTA DE MIRASSOL;Municipal;Parque;Category II;SP;2001;Lei complementar 2.462 de 12/12/2001;Recategorização: Lei ordinária 2.462 de 12/12/2001;MIRASSOL (SP);Sim;Sim;PREFEITURA MUNICIPAL DE MIRASSOL - SP;0;20;20;30;;0;0;0;20;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;;0;0;0;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono é uma representação esquemática da localização da UC;quinta-feira, 2 de dezembro de 2010
1944;0300.33.1944;;AREA DE PROTEÇÃO AMBIENTAL MIRACEMA;Municipal;Área de Proteção Ambiental;Category V;RJ;2018;Decreto 0261 de 15/12/2010;Ampliação: Decreto 018/2018 de 21/03/2018;MIRACEMA (RJ);Sim;Não;SECRETARIA MUNICIPAL DE MEIO AMBIENTE DE MIRACEMA - RJ;1;6781,328572;6.781;6.629;;0;0;0;6.781;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;0;0;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono corresponde ao memorial descritivo;terça-feira, 22 de agosto de 2023
1945;0300.33.1945;;REFUGIO DE VIDA SILVESTRE DA VENTANIA;Municipal;Refúgio de Vida Silvestre;Category III;RJ;2018;Decreto 0261 de 15/12/2010;Ampliação: Decreto 018/2018 de 21/03/2018;MIRACEMA (RJ);Sim;Não;SECRETARIA MUNICIPAL DE MEIO AMBIENTE DE MIRACEMA - RJ;1;2212,422872;2.212;2.176;;0;0;0;2.212;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;;0;0;0;;;;;;RB - Mt Atlântica;;;;1;1,36E-12;;Polígono corresponde ao memorial descritivo;terça-feira, 22 de agosto de 2023
1947;0510.52.1947;;PARQUE NATURAL MUNICIPAL DO SETOR SANTA CRUZ;Municipal;Parque;Category II;GO;2015;Lei orgânica 2205 de 25/06/2004;Alteração de nome: Decreto 2153 de 24/04/2015;CATALÃO (GO);Não;Não;SECRETARIA MUNICIPAL DE MEIO AMBIENTE DE CATALÃO - GO;1;29,75892057;30;30;;0;0;30;0;0;0;0;Cerrado;0;Proteção Integral;1;0;;;0;0;0;;;;;;;;;;1;0;;Polígono corresponde ao memorial descritivo;segunda-feira, 18 de maio de 2015
1948;2050.43.1948;;PARQUE NATURAL MUNICIPAL DE SERTÃO;Municipal;Parque;Category II;RS;2011;Lei ordinária 1.170/98 de 04/09/1998;Alteração de nome: Lei ordinária 1.733/06 de 19/07/2006 - Alteração de nome: Lei ordinária 1.974/2011 de 31/10/2011;SERTÃO (RS);Sim;Sim;SECRETARIA MUNICIPAL DE AGRICULTURA, PECUÁRIA E MEIO AMBIENTE DE SERTÃO - RS;1;614,1601272;614;591;;0;0;0;614;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;;0;0;0;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono corresponde ao memorial descritivo;quinta-feira, 19 de abril de 2018
1959;5030.35.1959;;ÁREA DE PROTEÇÃO AMBIENTAL MUNICIPAL DO CAPIVARI-MONOS;Municipal;Área de Proteção Ambiental;Category V;SP;2001;Lei ordinária 13136 de 09/06/2001;Sem informação.;SÃO PAULO (SP);Sim;Sim;SECRETARIA MUNICIPAL DO VERDE E DO MEIO AMBIENTE DE SÃO PAULO - SP;1;25135,90885;25.136;25.100;;0;0;0;25.136;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;0;0;;;;;;RB - Cinturão Verde da Cidade de São Paulo, RB - Mt Atlântica;;;;1;-3,64E-12;;Polígono corresponde ao memorial descritivo;quarta-feira, 20 de abril de 2011
1960;0080.15.1960;;AREA DE RELEVANTE INTERESSE ECOLOGICO PARQUE AMBIENTAL ANTONIO DANUBIO LOURENÇO DA SILVA;Municipal;Área de Relevante Interesse Ecológico;Category IV;PA;2011;Lei ordinária 2472 de 05/01/2011;Sem informação.;ANANINDEUA (PA);Não;Sim;SECRETARIA MUNICIPAL DE MEIO AMBIENTE DE ANANINDEUA - PA;1;3,745800765;4;4;;3,745800765;0;0;0;0;0;0;Amazônia;0;Uso Sustentável;0;1;;;0;1;1;;;;;;;;;;1;0;;Polígono é uma estimativa dos limites da UC;sexta-feira, 6 de maio de 2011
1961;5030.35.1961;;ÁREA DE PROTEÇÃO AMBIENTAL BORORÉ-COLÔNIA;Municipal;Área de Proteção Ambiental;Category V;SP;2006;Lei ordinária 14162 de 24/05/2006;Sem informação.;SÃO PAULO (SP);Não;Sim;SECRETARIA MUNICIPAL DO VERDE E DO MEIO AMBIENTE DE SÃO PAULO - SP;1;8961,203835;8.961;9.000;;0;0;0;8.961;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;0;0;;;;;;RB - Cinturão Verde da Cidade de São Paulo, RB - Mt Atlântica;;;;1;-1,82E-12;;Polígono corresponde ao memorial descritivo;quarta-feira, 20 de abril de 2011
1962;5030.35.1962;;PARQUE NATURAL MUNICIPAL FAZENDA DO CARMO;Municipal;Parque;Category II;SP;2008;Decreto 43329 de 12/06/2003;Alteração de nome: Decreto 50.201 de 07/11/2008;SÃO PAULO (SP);Sim;Não;SECRETARIA MUNICIPAL DO VERDE E DO MEIO AMBIENTE DE SÃO PAULO - SP;1;448,7712123;449;449;;0;0;0;449;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;;0;0;0;;;;;;RB - Cinturão Verde da Cidade de São Paulo, RB - Mt Atlântica;;;;1;0;;Polígono corresponde ao memorial descritivo;sexta-feira, 17 de abril de 2015
1963;0000.21.1963;;PARQUE ESTADUAL DE MIRADOR;Estadual;Parque;Category II;MA;2009;Decreto 7.641 de 04/06/1980;Ampliação: Lei ordinária 8.958 de 08/05/2009;FERNANDO FALCÃO (MA) - FORMOSA DA SERRA NEGRA (MA) - MIRADOR (MA);Não;Sim;SECRETARIA DE ESTADO DE MEIO AMBIENTE E RECURSOS NATURAIS DO MARANHÃO - MA;1;501212,5644;501.213;700.000;;0;0;501.213;0;0;0;0;Cerrado;0;Proteção Integral;1;0;;;0;0;0;;;;;;RB - Cerrado;;;;1;0;;Polígono corresponde ao memorial descritivo;quarta-feira, 1 de março de 2023
1964;0000.35.1964;;PARQUE ESTADUAL RESTINGA DE BERTIOGA;Estadual;Parque;Category II;SP;2010;Decreto 56.500 de 09/12/2010;Sem informação.;BERTIOGA (SP);Sim;Sim;FUNDAÇÃO PARA CONSERVAÇÃO E A PRODUÇÃO FLORESTAL DO ESTADO DE SÃO PAULO - SP;1;9316,511847;9.315;9.312;;0;0;0;9.315;0;0;1;Mata Atlântica;0,000146387;Proteção Integral;1;0;;;1;1;1;;;;;;RB - Cinturão Verde da Cidade de São Paulo, RB - Mt Atlântica;;;;1;1,82E-12;;Polígono corresponde ao memorial descritivo;terça-feira, 21 de maio de 2019
1965;0000.35.1965;;PARQUE ESTADUAL DE ITAPETINGA;Estadual;Parque;Category II;SP;2010;Decreto 55.662 de 30/03/2010;Sem informação.;ATIBAIA (SP) - BOM JESUS DOS PERDÕES (SP) - MAIRIPORÃ (SP) - NAZARÉ PAULISTA (SP);Sim;Sim;FUNDAÇÃO PARA CONSERVAÇÃO E A PRODUÇÃO FLORESTAL DO ESTADO DE SÃO PAULO - SP;1;10193,95632;10.194;10.192;;0;0;0;10.194;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;;0;0;0;;;;;;RB - Cinturão Verde da Cidade de São Paulo, RB - Mt Atlântica;;;;1;4,37E-11;;Polígono corresponde ao memorial descritivo;quinta-feira, 10 de janeiro de 2019
1966;0000.35.1966;;PARQUE ESTADUAL DE ITABERABA;Estadual;Parque;Category II;SP;2010;Decreto 55.662 de 30/03/2010;Sem informação.;ARUJÁ (SP) - GUARULHOS (SP) - NAZARÉ PAULISTA (SP) - SANTA ISABEL (SP);Sim;Sim;FUNDAÇÃO PARA CONSERVAÇÃO E A PRODUÇÃO FLORESTAL DO ESTADO DE SÃO PAULO - SP;1;15118,11767;15.118;15.113;;0;0;0;15.118;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;;0;0;0;;;;;;RB - Cinturão Verde da Cidade de São Paulo, RB - Mt Atlântica;;;;1;-2,73E-11;;Polígono corresponde ao memorial descritivo;quinta-feira, 10 de janeiro de 2019
1967;0000.35.1967;;MONUMENTO NATURAL ESTADUAL DA PEDRA GRANDE;Estadual;Monumento Natural;Category III;SP;2010;Decreto 55.662 de 30/03/2010;Sem informação.;ATIBAIA (SP) - BOM JESUS DOS PERDÕES (SP) - MAIRIPORÃ (SP) - NAZARÉ PAULISTA (SP);Sim;Sim;FUNDAÇÃO PARA CONSERVAÇÃO E A PRODUÇÃO FLORESTAL DO ESTADO DE SÃO PAULO - SP;1;3297,68305;3.298;3.297;;0;0;0;3.298;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;;0;0;0;;;;;;RB - Cinturão Verde da Cidade de São Paulo, RB - Mt Atlântica;;;;1;-4,55E-13;;Polígono corresponde ao memorial descritivo;quinta-feira, 10 de janeiro de 2019
1968;0000.35.1968;;MONUMENTO NATURAL ESTADUAL DA PEDRA DO BAÚ;Estadual;Monumento Natural;Category III;SP;2010;Decreto 56.613 de 28/12/2010;Sem informação.;SÃO BENTO DO SAPUCAÍ (SP);Não;Não;FUNDAÇÃO PARA CONSERVAÇÃO E A PRODUÇÃO FLORESTAL DO ESTADO DE SÃO PAULO - SP;1;3156,25716;3156,25716;3154;;0;0;0;3156,25716;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;;0;0;0;;;;;;RB - Mt Atlântica;;;;1;-9,05E-09;;Polígono corresponde ao memorial descritivo;quarta-feira, 13 de julho de 2016
1969;0000.35.1969;;PARQUE ESTADUAL DO RIO TURVO;Estadual;Parque;Category II;SP;2008;Lei complementar 12.810 de 21/02/2008;Sem informação.;BARRA DO TURVO (SP) - CAJATI (SP) - JACUPIRANGA (SP);Não;Não;FUNDAÇÃO PARA CONSERVAÇÃO E A PRODUÇÃO FLORESTAL DO ESTADO DE SÃO PAULO - SP;1;73821,32799;73.821;73.894;;0;0;0;73.821;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;;0;0;0;;;;;;RB - Mt Atlântica;;;;1;5,40E-07;;Polígono corresponde ao memorial descritivo;sexta-feira, 29 de setembro de 2017
1971;5030.35.1971;;PARQUE NATURAL MUNICIPAL DA CRATERA DE COLÔNIA;Municipal;Parque;Category II;SP;2007;Decreto 48423 de 11/06/2007;Sem informação.;SÃO PAULO (SP);Não;Não;SECRETARIA MUNICIPAL DO VERDE E DO MEIO AMBIENTE DE SÃO PAULO - SP;1;52,66059273;53;53;;0;0;0;53;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;;0;0;0;;;;;;RB - Cinturão Verde da Cidade de São Paulo, RB - Mt Atlântica;;;;1;0;;Polígono corresponde ao memorial descritivo;quarta-feira, 20 de abril de 2011
1972;0000.35.1972;;APA CORUMBATAÍ BOTUCATU TEJUPA PERIMETRO BOTUCATU;Estadual;Área de Proteção Ambiental;Category V;SP;1983;Decreto 20960 de 08/06/1983;Sem informação.;ANGATUBA (SP) - AVARÉ (SP) - BARRA BONITA (SP) - BOFETE (SP) - BOTUCATU (SP) - GUAREÍ (SP) - ITATINGA (SP) - PARDINHO (SP) - PORANGABA (SP);Sim;Não;FUNDAÇÃO PARA CONSERVAÇÃO E A PRODUÇÃO FLORESTAL DO ESTADO DE SÃO PAULO - SP;1;213904,0197;213.904;0;;0;0;142.339;71.565;0;0;0;Cerrado;0;Uso Sustentável;0;1;;;0;0;0;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono é uma estimativa dos limites da UC;terça-feira, 15 de setembro de 2015
1973;0000.35.1973;;APA CORUMBATAÍ BOTUCATU TEJUPÁ PERIMETRO TEJUPÁ;Estadual;Área de Proteção Ambiental;Category V;SP;1983;Decreto 20960 de 08/06/1983;Sem informação.;FARTURA (SP) - PIRAJU (SP) - SARUTAIÁ (SP) - TAGUAÍ (SP) - TEJUPÁ (SP) - TIMBURI (SP);Não;Não;FUNDAÇÃO PARA CONSERVAÇÃO E A PRODUÇÃO FLORESTAL DO ESTADO DE SÃO PAULO - SP;1;142546,7612;142.547;0;;0;0;0;142.547;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;0;0;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono é uma estimativa dos limites da UC;terça-feira, 17 de outubro de 2017
1974;0000.35.1974;;APA PIRACICABA JUQUERI MIRIM ÁREA I;Estadual;Área de Proteção Ambiental;Category V;SP;1991;Lei ordinária 7438 de 16/07/1991;Sem informação.;AMPARO (SP) - ANALÂNDIA (SP) - BRAGANÇA PAULISTA (SP) - CAMPINAS (SP) - CHARQUEADA (SP) - CORUMBATAÍ (SP) - HOLAMBRA (SP) - IPEÚNA (SP) - ITIRAPINA (SP) - JAGUARIÚNA (SP) - JOANÓPOLIS (SP) - MAIRIPORÃ (SP) - MONTE ALEGRE DO SUL (SP) - MORUNGABA (SP) - NAZARÉ PAULISTA (SP) - PEDRA BELA (SP) - PEDREIRA (SP) - PINHALZINHO (SP) - PIRACAIA (SP) - RIO CLARO (SP) - SANTO ANTÔNIO DE POSSE (SP) - SERRA NEGRA (SP) - SOCORRO (SP) - TUIUTI (SP) - VARGEM (SP);Não;Não;FUNDAÇÃO PARA CONSERVAÇÃO E A PRODUÇÃO FLORESTAL DO ESTADO DE SÃO PAULO - SP;1;114202,5764;114.203;0;;0;0;41.549;72.653;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;0;0;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono é uma estimativa dos limites da UC;terça-feira, 21 de maio de 2019
1975;1870.43.1975;;PARQUE NATURAL MUNICIPAL BANHADO DA IMPERATRIZ;Municipal;Parque;Category II;RS;2012;Lei ordinária 4330 de 30/09/2005;Alteração de nome: Lei ordinária 7739 de 03/08/2012;SÃO LEOPOLDO (RS);Sim;Sim;SECRETARIA MUNICIPAL DO MEIO AMBIENTE DO MUNICÍPIO DE SÃO LEOPOLDO - RS;1;675,6206983;675,6206983;170,58;;0;0;0;675,6206983;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;;0;0;0;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono é uma estimativa dos limites da UC;quarta-feira, 5 de dezembro de 2018
1976;1350.43.1976;;ÁREA DE PROTEÇÃO AMBIENTAL MORRO DE OSÓRIO;Municipal;Área de Proteção Ambiental;Category V;RS;1994;Lei ordinária 2665 de 27/09/1994;Sem informação.;OSÓRIO (RS);Sim;Sim;SECRETARIA DE MEIO AMBIENTE, AGRICULTURA E PECUÁRIA DE OSÓRIO - RS;0;6897;6.897;6.897;;0;0;0;6.897;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono é uma representação esquemática da localização da UC;segunda-feira, 15 de fevereiro de 2021
1977;0000.13.1977;;RESERVA DE DESENVOLVIMENTO SUSTENTAVEL DO RIO MADEIRA;Estadual;Reserva de Desenvolvimento Sustentável;Category VI;AM;2006;Decreto 26.009 de 03/07/2006;Sem informação.;MANICORÉ (AM) - NOVO ARIPUANÃ (AM);Não;Sim;SECRETARIA DE ESTADO DO MEIO AMBIENTE DO AMAZONAS - AM;1;279634,1846;279.634;283.117;;279634,1846;0;0;0;0;0;0;Amazônia;0;Uso Sustentável;0;1;;;0;0;0;;Programa ARPA;;;;;;;;1;0;;Polígono corresponde ao memorial descritivo;sexta-feira, 5 de fevereiro de 2016
1980;0000.50.1980;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SÃO PEDRO;Estadual;Reserva Particular do Patrimônio Natural;Category IV;MS;2010;Resolução 27 de 26/11/2010;Sem informação.;ELDORADO (MS);Não;Não;INSTITUTO DE MEIO AMBIENTE DO MATO GROSSO DO SUL - MS;1;3683,71404;3.684;3.688;;0;0;0;3.684;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;0;0;;;;;;RB - Mt Atlântica;;;;1;6,00E-08;;Polígono corresponde ao memorial descritivo;terça-feira, 17 de julho de 2012
1981;0000.50.1981;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SANTO ANTÔNIO- LOTE 1 C;Estadual;Reserva Particular do Patrimônio Natural;Category IV;MS;2011;Resolução 02 de 12/01/2011;Sem informação.;ELDORADO (MS);Não;Não;INSTITUTO DE MEIO AMBIENTE DO MATO GROSSO DO SUL - MS;1;3872,477285;3.872;3.878;;0;0;0;3.872;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;0;0;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono corresponde ao memorial descritivo;terça-feira, 17 de julho de 2012
1982;0000.50.1982;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CARA DA ONÇA;Estadual;Reserva Particular do Patrimônio Natural;Category IV;MS;2009;Resolução 10 de 28/07/2009;Sem informação.;BODOQUENA (MS);Sim;Não;INSTITUTO DE MEIO AMBIENTE DO MATO GROSSO DO SUL - MS;1;11,70472037;12;12;;0;0;12;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;;0;0;0;;;;;;RB - Mt Atlântica, RB - Pantanal;;;;1;0;;Polígono corresponde ao memorial descritivo;sexta-feira, 23 de setembro de 2016
1983;0000.12.1983;;ÁREA DE RELEVANTE INTERESSE ECOLÓGICO JAPIIM PENTECOSTE;Estadual;Área de Relevante Interesse Ecológico;Category IV;AC;2009;Decreto 4365 de 06/07/2009;Sem informação.;MÂNCIO LIMA (AC);Não;Sim;SECRETARIA DE ESTADO DE MEIO AMBIENTE DO ACRE - AC;1;25654,50145;25654,50145;25750,97;;25654,50145;0;0;0;0;0;0;Amazônia;0;Uso Sustentável;0;1;;;0;0;0;;;;;;;;;;1;0;;Polígono corresponde ao memorial descritivo;quinta-feira, 28 de abril de 2011
1987;0000.43.1987;;ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DELTA DO JACUÍ;Estadual;Área de Proteção Ambiental;Category V;RS;2005;Lei ordinária 12371 de 11/11/2005;Sem informação.;CANOAS (RS) - CHARQUEADAS (RS) - ELDORADO DO SUL (RS) - NOVA SANTA RITA (RS) - PORTO ALEGRE (RS) - TRIUNFO (RS);Sim;Sim;SECRETARIA DO AMBIENTE E DESENVOLVIMENTO SUSTENTÁVEL DO RIO GRANDE DO SUL - RS;1;22849,74585;22849,74585;22826,39;;0;0;0;0;22849,74585;0;0;Pampa;0;Uso Sustentável;0;1;;;0;0;0;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono corresponde ao memorial descritivo;quinta-feira, 4 de janeiro de 2024
1988;0000.43.1988;;ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO GRANDE;Estadual;Área de Proteção Ambiental;Category V;RS;1998;Decreto 38.971 de 23/10/1998;Sem informação.;GLORINHA (RS) - GRAVATAÍ (RS) - SANTO ANTÔNIO DA PATRULHA (RS) - VIAMÃO (RS);Sim;Sim;SECRETARIA DO AMBIENTE E DESENVOLVIMENTO SUSTENTÁVEL DO RIO GRANDE DO SUL - RS;1;137043,2369;137.043;136.935;;0;0;0;14.288;122.756;0;0;Pampa;0;Uso Sustentável;0;1;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;-7,00E-06;;Polígono é uma estimativa dos limites da UC;quarta-feira, 3 de janeiro de 2024
1990;0025.50.1990;;PARQUE NATURAL MUNICIPAL TEMPLO DOS PILARES;Municipal;Parque;Category II;MS;2012;Decreto 054 de 29/05/2003;Alteração de nome: Decreto 042 de 16/07/2012;ALCINÓPOLIS (MS);Sim;Sim;SECRETARIA MUNICIPAL DE DESENVOLVIMENTO, AGRICULTURA, PECUÁRIA, TURISMO E MEIO AMBIENTE DE ALCINÓPOLIS - MS;1;99,67164893;100;100;;0;0;100;0;0;0;0;Cerrado;0;Proteção Integral;1;0;;;0;0;0;;;;;;RB - Pantanal;;;;1;0;;Polígono é uma estimativa dos limites da UC;segunda-feira, 17 de dezembro de 2018
1991;0360.33.1991;;PARQUE NATURAL MUNICIPAL DO CURIÓ;Municipal;Parque;Category II;RJ;2009;Decreto 1001 de 29/01/2002;Redução: Lei ordinária 921 de 06/05/2009 - Revisão dos limites: Decreto 1730 de 31/07/2007;PARACAMBI (RJ);Sim;Sim;SECRETARIA MUNICIPAL DE MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTÁVEL DE PARACAMBI - RJ;1;914,3008052;914;1.100;;0;0;0;914;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;;0;0;0;;;;;;RB - Mt Atlântica;;;;1;0,00714801;;Polígono corresponde ao memorial descritivo;quinta-feira, 7 de dezembro de 2023
1993;0000.43.1993;;RESERVA BIOLÓGICA DO MATO GRANDE;Estadual;Reserva Biológica;Category Ia;RS;1975;Decreto 23.798 de 12/03/1975;Sem informação.;ARROIO GRANDE (RS);Não;Sim;SECRETARIA DO AMBIENTE E DESENVOLVIMENTO SUSTENTÁVEL DO RIO GRANDE DO SUL - RS;1;4973,680157;4.974;5.161;;0;0;0;0;4.974;0;0;Pampa;0;Proteção Integral;1;0;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono é uma estimativa dos limites da UC;terça-feira, 9 de janeiro de 2024
1994;0000.43.1994;;PARQUE ESTADUAL DE ITAPUÃ;Estadual;Parque;Category II;RS;1991;Decreto 33.886 de 11/03/1991;Sem informação.;VIAMÃO (RS);Sim;Sim;SECRETARIA DO AMBIENTE E DESENVOLVIMENTO SUSTENTÁVEL DO RIO GRANDE DO SUL - RS;1;6021,57647;6.022;5.553;;0;0;0;0;6.022;0;0;Pampa;0;Proteção Integral;1;0;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono é uma estimativa dos limites da UC;quinta-feira, 25 de janeiro de 2024
1995;0000.43.1995;;ESTAÇÃO ECOLÓGICA ESTADUAL ARATINGA;Estadual;Estação Ecológica;Category Ia;RS;1997;Decreto 37.345 de 11/04/1997;Sem informação.;ITATI (RS) - SÃO FRANCISCO DE PAULA (RS);Sim;Sim;SECRETARIA DO AMBIENTE E DESENVOLVIMENTO SUSTENTÁVEL DO RIO GRANDE DO SUL - RS;1;6041,542379;6.042;5.882;;0;0;0;6.042;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono corresponde ao memorial descritivo;segunda-feira, 8 de janeiro de 2024
1996;0000.43.1996;;ÁREA DE PROTEÇÃO AMBIENTAL ROTA DO SOL;Estadual;Área de Proteção Ambiental;Category V;RS;1997;Decreto 37.346 de 11/04/1997;Sem informação.;CAMBARÁ DO SUL (RS) - ITATI (RS) - SÃO FRANCISCO DE PAULA (RS) - TRÊS FORQUILHAS (RS);Sim;Sim;SECRETARIA DO AMBIENTE E DESENVOLVIMENTO SUSTENTÁVEL DO RIO GRANDE DO SUL - RS;0;52355;52355;52355;;0;0;0;52355;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono é uma representação esquemática da localização da UC;sexta-feira, 5 de janeiro de 2024
1997;0025.50.1997;;MONUMENTO NATURAL MUNICIPAL SERRA DO BOM JARDIM;Municipal;Monumento Natural;Category III;MS;2011;Decreto 53 de 29/05/2003;Ampliação: Decreto 53 de 12/08/2011;ALCINÓPOLIS (MS);Sim;Sim;SECRETARIA MUNICIPAL DE DESENVOLVIMENTO, AGRICULTURA, PECUÁRIA, TURISMO E MEIO AMBIENTE DE ALCINÓPOLIS - MS;1;6047,40048;6.047;5.668;;0;0;6.047;0;0;0;0;Cerrado;0;Proteção Integral;1;0;;;0;0;0;;;;;;RB - Pantanal;;;;1;0;;Polígono é uma estimativa dos limites da UC;segunda-feira, 17 de dezembro de 2018
2000;0000.43.2000;;PARQUE ESTADUAL DO DELTA DO JACUÍ;Estadual;Parque;Category II;RS;2005;Decreto 24385 de 14/01/1976;Revisão dos limites: Lei ordinária 12.371 de 11/11/2005;CANOAS (RS) - CHARQUEADAS (RS) - ELDORADO DO SUL (RS) - GUAÍBA (RS) - NOVA SANTA RITA (RS) - PORTO ALEGRE (RS) - TRIUNFO (RS);Sim;Sim;SECRETARIA DO AMBIENTE E DESENVOLVIMENTO SUSTENTÁVEL DO RIO GRANDE DO SUL - RS;1;14181,821;14.182;17.245;;0;0;0;0;14.182;0;0;Pampa;0;Proteção Integral;1;0;;;0;0;0;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono é uma estimativa dos limites da UC;quarta-feira, 3 de janeiro de 2024
2001;0000.43.2001;;PARQUE ESTADUAL DO IBITIRIÁ;Estadual;Parque;Category II;RS;1975;Decreto 23.798 de 12/03/1975;Sem informação.;BOM JESUS (RS) - VACARIA (RS);Sim;Não;SECRETARIA DO AMBIENTE E DESENVOLVIMENTO SUSTENTÁVEL DO RIO GRANDE DO SUL - RS;0;415;415;415;;0;0;0;415;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;;0;0;0;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono é uma representação esquemática da localização da UC;quinta-feira, 4 de janeiro de 2024
